Name1,Name2,Equivalent
Evaluate,Reject interview,False
Evaluate,Send application form,False
Evaluate,Update status of application,False
Evaluate,Check if bachelor equivalent to Uni Potsdam,False
Evaluate,Case of &#10;hardship?,False
Evaluate,Rank case,False
Evaluate,Hardship&#10;sufficient?,False
Evaluate,Score bachelors grade by Â§7(1)(a) * 51,False
Evaluate,Score qualifications by Â§7(1)(b) * 34,False
Evaluate,Score qualifications by Â§7(1)(c) * 15,False
Evaluate,Score &gt;= 600?,False
Evaluate,Add additional requirements,False
Evaluate,Create and add letter of motivation,False
Evaluate,Add recommendations,False
Evaluate,Add case-of-hardship certificate,False
Evaluate,Check bachelor's degree,False
Evaluate,Forward documents,False
Evaluate,Documents &#10;received,False
Evaluate,Send interview invitation,False
Evaluate,Conduct interview,False
Evaluate,Go to the interview,False
Evaluate,Invited to an&#10;interview,False
Evaluate,Precheck of documents,False
Evaluate,Complete?,False
Evaluate,Send commitment,False
Evaluate,Checking for contentual match,False
Evaluate,Check if has university entrance qualification,False
Evaluate,Check for DSH,False
Evaluate,Checking for completeness,False
Evaluate,Choose Uni,False
Evaluate,Fill in printed form of application for international students,False
Evaluate,Send international application,False
Evaluate,Send german application,False
Evaluate,Fill in online form of application,False
Evaluate,Receive Commitment,False
Evaluate,Waiting for response,False
Evaluate,Matriculate,False
Send letter of rejection,Apply online,False
Send letter of rejection,Send online protocol,False
Send letter of rejection,Send documents by post,False
Send letter of rejection,Take aptitude test,False
Send letter of rejection,Pay for aptitude test,False
Send letter of rejection,Wait for results,False
Send letter of rejection,Accepted,False
Send letter of rejection,Rejected,False
Send letter of rejection,Check documents,False
Send letter of rejection,Keep in the applicant pool,False
Send letter of rejection,Invite to an aptitude test,False
Send letter of rejection,Rank students according to GPA and the test results,False
Send letter of rejection,Evaluate,False
Send letter of rejection,Send letter of acceptance,False
Send letter of rejection,Documents&#10;received,False
Send letter of rejection,Take oral exam,False
Send letter of rejection,Accepted&#10;provisionally,False
Send letter of rejection,Wait for bachelor's certificate,False
Send letter of rejection,Certificate&#10;received,False
Send letter of rejection,Send bachelor's certificate,False
Send letter of rejection,Provisional &#10;acceptance&#10;cancelled,False
Send letter of rejection,Provisional&#10;acceptance&#10;confirmed,False
Send letter of rejection,Send letter of &#10;provisional acceptance,False
Send letter of rejection,Wait for Bachelor's certificate,False
Send letter of rejection,Check certificate,False
Send letter of rejection,Conduct oral examination,False
Send letter of rejection,Confirm provisional acceptance,False
Send letter of rejection,Cancel provisional acceptance,False
Send letter of rejection,Check application in time,False
Send letter of rejection,Complete and&#10;in time?,False
Send letter of rejection,Hand application over to examining board,False
Send letter of rejection,Rank with other applicants,False
Send letter of rejection,Rank sufficient?,False
Send letter of rejection,Send acceptance,False
Send letter of rejection,Check if bachelor is sufficient,False
Send letter of rejection,Set additional requirements,False
Send letter of rejection,Check if bachelors-grade within top 85%,False
Send letter of rejection,Invite for talk,False
Send letter of rejection,Talk to applicant,False
Send letter of rejection,Document,False
Send letter of rejection,Fill out application&#10;form,False
Send letter of rejection,Complete application,False
Send letter of rejection,Add certificate of Bachelor degree,False
Send letter of rejection,German?,False
Send letter of rejection,Add certificate of German language,False
Send letter of rejection,Send application,False
Send letter of rejection,Receive rejection,False
Send letter of rejection,Immatriculate,False
Send letter of rejection,Receive acceptance,False
Send letter of rejection,Take&#10;interview,False
Send letter of rejection,Choose master program,False
Send letter of rejection,Receive application number and passwort,False
Send letter of rejection,Print out the online application form (GER),False
Send letter of rejection,Print out the online application form (INT),False
Send letter of rejection,Send all the requirements to the secretarial office for students,False
Send letter of rejection,Waiting for the response,False
Send letter of rejection,Receiving acceptance letter,False
Send letter of rejection,Reservation place,False
Send letter of rejection,Rejection,False
Send letter of rejection,Providing the missing documents,False
Send letter of rejection,Enrollment,False
Send letter of rejection,Receive application,False
Send letter of rejection,Rank application on scale from 1 to 10,False
Send letter of rejection,Assessment of application,False
Send letter of rejection,proof of uni degree provided,False
Send letter of rejection,requirements are not met or low ranking,False
Send letter of rejection,high ranking requirements are met,False
Send letter of rejection,proposed as accepted,False
Send letter of rejection,proposed as reserved,False
Send letter of rejection,proposed as rejected,False
Send letter of rejection,Final confirmation by head of the university,False
Send letter of rejection,Receiving the written applications,False
Send letter of rejection,Checking if complete,False
Send letter of rejection,Mark as not complete,False
Send letter of rejection,Mark as complete,False
Send letter of rejection,Send documents to selection committee,False
Send letter of rejection,Publishing the letters,False
Send letter of rejection,Update the applicant status,False
Send letter of rejection,Allocate an application number and password to each applicant,False
Send letter of rejection,Document online applications,False
Send letter of rejection,Check application complete,False
Send letter of rejection,Score bachelors grade,False
Send letter of rejection,Score motivation,False
Send letter of rejection,Score qualifications,False
Send letter of rejection,Sum scores,False
Send letter of rejection,Invite applicant for appointment,False
Send letter of rejection,Appoint applicant,False
Send letter of rejection,Make decision,False
Send letter of rejection,Accept application,False
Send letter of rejection,Attach additional requirements,False
Send letter of rejection,Reject application,False
Send letter of rejection,Fill out application form,False
Send letter of rejection,Add certificate of bachelor degree,False
Send letter of rejection,Create and add CV,False
Send letter of rejection,Create and add English letter of motivation,False
Send letter of rejection,Add certificate of English language,False
Send letter of rejection,Add certificates of further language skills,False
Send letter of rejection,Add certificates of qualification,False
Send letter of rejection,Compare and send application,False
Send letter of rejection,Choose courses of studies,False
Send letter of rejection,Receive rejection for course of studies,False
Send letter of rejection,Receive application form,False
Send letter of rejection,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
Send letter of rejection,Upload university entrance certificate,False
Send letter of rejection,Upload letter of motivation,False
Send letter of rejection,Upload cv,False
Send letter of rejection,Upload course&#10;description,False
Send letter of rejection,Upload language certificate,False
Send letter of rejection,Print out and sign application form,False
Send letter of rejection,Collect additional required documents,False
Send letter of rejection,Send application form and documents,False
Send letter of rejection,Take interview,False
Send letter of rejection,Not take interview,False
Send letter of rejection,Check and evaluate application,False
Send letter of rejection,Create transcript of applicant,False
Send letter of rejection,Create ranking,False
Send letter of rejection,Mark applicant as not suitable,False
Send letter of rejection,Mark applicant as suitable,False
Send letter of rejection,Invite applicant for interview,False
Send letter of rejection,Discuss qualification,False
Send letter of rejection,Reject applicant,False
Send letter of rejection,Mark applicant as qualified,False
Send letter of rejection,Mark applicant as not qualified,False
Send letter of rejection,Accept applicant,False
Send letter of rejection,Send information to application office,False
Send letter of rejection,Do the interview,False
Send letter of rejection,Receive and sort application,False
Send letter of rejection,Check citizenship,False
Send letter of rejection,Check application in time EU countries,False
Send letter of rejection,Check application in time non-EU countries,False
Send letter of rejection,In time?,False
Send letter of rejection,Send application to selection committee,False
Send letter of rejection,Update application system,False
Send letter of rejection,Check responses,False
Send letter of rejection,Meet the basic&#10; requirements?,False
Send letter of rejection,Reject interview,False
Send letter of rejection,Send application form,False
Send letter of rejection,Update status of application,False
Send letter of rejection,Check if bachelor equivalent to Uni Potsdam,False
Send letter of rejection,Case of &#10;hardship?,False
Send letter of rejection,Rank case,False
Send letter of rejection,Hardship&#10;sufficient?,False
Send letter of rejection,Score bachelors grade by Â§7(1)(a) * 51,False
Send letter of rejection,Score qualifications by Â§7(1)(b) * 34,False
Send letter of rejection,Score qualifications by Â§7(1)(c) * 15,False
Send letter of rejection,Score &gt;= 600?,False
Send letter of rejection,Add additional requirements,False
Send letter of rejection,Create and add letter of motivation,False
Send letter of rejection,Add recommendations,False
Send letter of rejection,Add case-of-hardship certificate,False
Send letter of rejection,Check bachelor's degree,False
Send letter of rejection,Forward documents,False
Send letter of rejection,Documents &#10;received,False
Send letter of rejection,Send interview invitation,False
Send letter of rejection,Conduct interview,False
Send letter of rejection,Go to the interview,False
Send letter of rejection,Invited to an&#10;interview,False
Send letter of rejection,Precheck of documents,False
Send letter of rejection,Complete?,False
Send letter of rejection,Send commitment,False
Send letter of rejection,Checking for contentual match,False
Send letter of rejection,Check if has university entrance qualification,False
Send letter of rejection,Check for DSH,False
Send letter of rejection,Checking for completeness,False
Send letter of rejection,Choose Uni,False
Send letter of rejection,Fill in printed form of application for international students,False
Send letter of rejection,Send international application,False
Send letter of rejection,Send german application,False
Send letter of rejection,Fill in online form of application,False
Send letter of rejection,Receive Commitment,False
Send letter of rejection,Waiting for response,False
Send letter of rejection,Matriculate,False
Send letter of acceptance,Apply online,False
Send letter of acceptance,Send online protocol,False
Send letter of acceptance,Send documents by post,False
Send letter of acceptance,Take aptitude test,False
Send letter of acceptance,Pay for aptitude test,False
Send letter of acceptance,Wait for results,False
Send letter of acceptance,Accepted,False
Send letter of acceptance,Rejected,False
Send letter of acceptance,Check documents,False
Send letter of acceptance,Keep in the applicant pool,False
Send letter of acceptance,Invite to an aptitude test,False
Send letter of acceptance,Rank students according to GPA and the test results,False
Send letter of acceptance,Evaluate,False
Send letter of acceptance,Send letter of rejection,False
Send letter of acceptance,Documents&#10;received,False
Send letter of acceptance,Take oral exam,False
Send letter of acceptance,Accepted&#10;provisionally,False
Send letter of acceptance,Wait for bachelor's certificate,False
Send letter of acceptance,Certificate&#10;received,False
Send letter of acceptance,Send bachelor's certificate,False
Send letter of acceptance,Provisional &#10;acceptance&#10;cancelled,False
Send letter of acceptance,Provisional&#10;acceptance&#10;confirmed,False
Send letter of acceptance,Send letter of &#10;provisional acceptance,False
Send letter of acceptance,Wait for Bachelor's certificate,False
Send letter of acceptance,Check certificate,False
Send letter of acceptance,Conduct oral examination,False
Send letter of acceptance,Confirm provisional acceptance,False
Send letter of acceptance,Cancel provisional acceptance,False
Send letter of acceptance,Check application in time,False
Send letter of acceptance,Complete and&#10;in time?,False
Send letter of acceptance,Hand application over to examining board,False
Send letter of acceptance,Rank with other applicants,False
Send letter of acceptance,Rank sufficient?,False
Send letter of acceptance,Send rejection,False
Send letter of acceptance,Check if bachelor is sufficient,False
Send letter of acceptance,Set additional requirements,False
Send letter of acceptance,Check if bachelors-grade within top 85%,False
Send letter of acceptance,Invite for talk,False
Send letter of acceptance,Talk to applicant,False
Send letter of acceptance,Document,False
Send letter of acceptance,Fill out application&#10;form,False
Send letter of acceptance,Complete application,False
Send letter of acceptance,Add certificate of Bachelor degree,False
Send letter of acceptance,German?,False
Send letter of acceptance,Add certificate of German language,False
Send letter of acceptance,Send application,False
Send letter of acceptance,Receive rejection,False
Send letter of acceptance,Immatriculate,False
Send letter of acceptance,Receive acceptance,False
Send letter of acceptance,Take&#10;interview,False
Send letter of acceptance,Choose master program,False
Send letter of acceptance,Receive application number and passwort,False
Send letter of acceptance,Print out the online application form (GER),False
Send letter of acceptance,Print out the online application form (INT),False
Send letter of acceptance,Send all the requirements to the secretarial office for students,False
Send letter of acceptance,Waiting for the response,False
Send letter of acceptance,Receiving acceptance letter,False
Send letter of acceptance,Reservation place,False
Send letter of acceptance,Rejection,False
Send letter of acceptance,Providing the missing documents,False
Send letter of acceptance,Enrollment,False
Send letter of acceptance,Receive application,False
Send letter of acceptance,Rank application on scale from 1 to 10,False
Send letter of acceptance,Assessment of application,False
Send letter of acceptance,proof of uni degree provided,False
Send letter of acceptance,requirements are not met or low ranking,False
Send letter of acceptance,high ranking requirements are met,False
Send letter of acceptance,proposed as accepted,False
Send letter of acceptance,proposed as reserved,False
Send letter of acceptance,proposed as rejected,False
Send letter of acceptance,Final confirmation by head of the university,False
Send letter of acceptance,Receiving the written applications,False
Send letter of acceptance,Checking if complete,False
Send letter of acceptance,Mark as not complete,False
Send letter of acceptance,Mark as complete,False
Send letter of acceptance,Send documents to selection committee,False
Send letter of acceptance,Publishing the letters,False
Send letter of acceptance,Update the applicant status,False
Send letter of acceptance,Allocate an application number and password to each applicant,False
Send letter of acceptance,Document online applications,False
Send letter of acceptance,Check application complete,False
Send letter of acceptance,Score bachelors grade,False
Send letter of acceptance,Score motivation,False
Send letter of acceptance,Score qualifications,False
Send letter of acceptance,Sum scores,False
Send letter of acceptance,Invite applicant for appointment,False
Send letter of acceptance,Appoint applicant,False
Send letter of acceptance,Make decision,False
Send letter of acceptance,Accept application,False
Send letter of acceptance,Attach additional requirements,False
Send letter of acceptance,Reject application,False
Send letter of acceptance,Fill out application form,False
Send letter of acceptance,Add certificate of bachelor degree,False
Send letter of acceptance,Create and add CV,False
Send letter of acceptance,Create and add English letter of motivation,False
Send letter of acceptance,Add certificate of English language,False
Send letter of acceptance,Add certificates of further language skills,False
Send letter of acceptance,Add certificates of qualification,False
Send letter of acceptance,Compare and send application,False
Send letter of acceptance,Choose courses of studies,False
Send letter of acceptance,Receive rejection for course of studies,False
Send letter of acceptance,Receive application form,False
Send letter of acceptance,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
Send letter of acceptance,Upload university entrance certificate,False
Send letter of acceptance,Upload letter of motivation,False
Send letter of acceptance,Upload cv,False
Send letter of acceptance,Upload course&#10;description,False
Send letter of acceptance,Upload language certificate,False
Send letter of acceptance,Print out and sign application form,False
Send letter of acceptance,Collect additional required documents,False
Send letter of acceptance,Send application form and documents,False
Send letter of acceptance,Take interview,False
Send letter of acceptance,Not take interview,False
Send letter of acceptance,Check and evaluate application,False
Send letter of acceptance,Create transcript of applicant,False
Send letter of acceptance,Create ranking,False
Send letter of acceptance,Mark applicant as not suitable,False
Send letter of acceptance,Mark applicant as suitable,False
Send letter of acceptance,Invite applicant for interview,False
Send letter of acceptance,Discuss qualification,False
Send letter of acceptance,Reject applicant,False
Send letter of acceptance,Mark applicant as qualified,False
Send letter of acceptance,Mark applicant as not qualified,False
Send letter of acceptance,Accept applicant,False
Send letter of acceptance,Send information to application office,False
Send letter of acceptance,Do the interview,False
Send letter of acceptance,Receive and sort application,False
Send letter of acceptance,Check citizenship,False
Send letter of acceptance,Check application in time EU countries,False
Send letter of acceptance,Check application in time non-EU countries,False
Send letter of acceptance,In time?,False
Send letter of acceptance,Send application to selection committee,False
Send letter of acceptance,Update application system,False
Send letter of acceptance,Check responses,False
Send letter of acceptance,Meet the basic&#10; requirements?,False
Send letter of acceptance,Reject interview,False
Send letter of acceptance,Send application form,False
Send letter of acceptance,Update status of application,False
Send letter of acceptance,Check if bachelor equivalent to Uni Potsdam,False
Send letter of acceptance,Case of &#10;hardship?,False
Send letter of acceptance,Rank case,False
Send letter of acceptance,Hardship&#10;sufficient?,False
Send letter of acceptance,Score bachelors grade by Â§7(1)(a) * 51,False
Send letter of acceptance,Score qualifications by Â§7(1)(b) * 34,False
Send letter of acceptance,Score qualifications by Â§7(1)(c) * 15,False
Send letter of acceptance,Score &gt;= 600?,False
Send letter of acceptance,Add additional requirements,False
Send letter of acceptance,Create and add letter of motivation,False
Send letter of acceptance,Add recommendations,False
Send letter of acceptance,Add case-of-hardship certificate,False
Send letter of acceptance,Check bachelor's degree,False
Send letter of acceptance,Forward documents,False
Send letter of acceptance,Documents &#10;received,False
Send letter of acceptance,Send interview invitation,False
Send letter of acceptance,Conduct interview,False
Send letter of acceptance,Go to the interview,False
Send letter of acceptance,Invited to an&#10;interview,False
Send letter of acceptance,Precheck of documents,False
Send letter of acceptance,Complete?,False
Send letter of acceptance,Send commitment,False
Send letter of acceptance,Checking for contentual match,False
Send letter of acceptance,Check if has university entrance qualification,False
Send letter of acceptance,Check for DSH,False
Send letter of acceptance,Checking for completeness,False
Send letter of acceptance,Choose Uni,False
Send letter of acceptance,Fill in printed form of application for international students,False
Send letter of acceptance,Send international application,False
Send letter of acceptance,Send german application,False
Send letter of acceptance,Fill in online form of application,False
Send letter of acceptance,Receive Commitment,False
Send letter of acceptance,Waiting for response,False
Send letter of acceptance,Matriculate,False
Documents&#10;received,Apply online,False
Documents&#10;received,Send online protocol,False
Documents&#10;received,Send documents by post,False
Documents&#10;received,Take aptitude test,False
Documents&#10;received,Pay for aptitude test,False
Documents&#10;received,Wait for results,False
Documents&#10;received,Accepted,False
Documents&#10;received,Rejected,False
Documents&#10;received,Check documents,False
Documents&#10;received,Keep in the applicant pool,False
Documents&#10;received,Invite to an aptitude test,False
Documents&#10;received,Rank students according to GPA and the test results,False
Documents&#10;received,Evaluate,False
Documents&#10;received,Send letter of rejection,False
Documents&#10;received,Send letter of acceptance,False
Documents&#10;received,Documents&#10;received,False
Documents&#10;received,Take oral exam,False
Documents&#10;received,Accepted&#10;provisionally,False
Documents&#10;received,Wait for bachelor's certificate,False
Documents&#10;received,Certificate&#10;received,False
Documents&#10;received,Send bachelor's certificate,False
Documents&#10;received,Provisional &#10;acceptance&#10;cancelled,False
Documents&#10;received,Provisional&#10;acceptance&#10;confirmed,False
Documents&#10;received,Send letter of &#10;provisional acceptance,False
Documents&#10;received,Wait for Bachelor's certificate,False
Documents&#10;received,Check certificate,False
Documents&#10;received,Conduct oral examination,False
Documents&#10;received,Confirm provisional acceptance,False
Documents&#10;received,Cancel provisional acceptance,False
Documents&#10;received,Check application in time,False
Documents&#10;received,Complete and&#10;in time?,False
Documents&#10;received,Hand application over to examining board,False
Documents&#10;received,Rank with other applicants,False
Documents&#10;received,Rank sufficient?,False
Documents&#10;received,Send acceptance,False
Documents&#10;received,Send rejection,False
Documents&#10;received,Check if bachelor is sufficient,False
Documents&#10;received,Set additional requirements,False
Documents&#10;received,Check if bachelors-grade within top 85%,False
Documents&#10;received,Invite for talk,False
Documents&#10;received,Talk to applicant,False
Documents&#10;received,Document,False
Documents&#10;received,Fill out application&#10;form,False
Documents&#10;received,Complete application,False
Documents&#10;received,Add certificate of Bachelor degree,False
Documents&#10;received,German?,False
Documents&#10;received,Add certificate of German language,False
Documents&#10;received,Send application,False
Documents&#10;received,Receive rejection,False
Documents&#10;received,Immatriculate,False
Documents&#10;received,Receive acceptance,False
Documents&#10;received,Take&#10;interview,False
Documents&#10;received,Choose master program,False
Documents&#10;received,Receive application number and passwort,False
Documents&#10;received,Print out the online application form (GER),False
Documents&#10;received,Print out the online application form (INT),False
Documents&#10;received,Send all the requirements to the secretarial office for students,False
Documents&#10;received,Waiting for the response,False
Documents&#10;received,Receiving acceptance letter,False
Documents&#10;received,Reservation place,False
Documents&#10;received,Rejection,False
Documents&#10;received,Providing the missing documents,False
Documents&#10;received,Enrollment,False
Documents&#10;received,Receive application,False
Documents&#10;received,Rank application on scale from 1 to 10,False
Documents&#10;received,Assessment of application,False
Documents&#10;received,proof of uni degree provided,False
Documents&#10;received,requirements are not met or low ranking,False
Documents&#10;received,high ranking requirements are met,False
Documents&#10;received,proposed as accepted,False
Documents&#10;received,proposed as reserved,False
Documents&#10;received,proposed as rejected,False
Documents&#10;received,Final confirmation by head of the university,False
Documents&#10;received,Receiving the written applications,False
Documents&#10;received,Checking if complete,False
Documents&#10;received,Mark as not complete,False
Documents&#10;received,Mark as complete,False
Documents&#10;received,Send documents to selection committee,False
Documents&#10;received,Publishing the letters,False
Documents&#10;received,Update the applicant status,False
Documents&#10;received,Allocate an application number and password to each applicant,False
Documents&#10;received,Document online applications,False
Documents&#10;received,Check application complete,False
Documents&#10;received,Score bachelors grade,False
Documents&#10;received,Score motivation,False
Documents&#10;received,Score qualifications,False
Documents&#10;received,Sum scores,False
Documents&#10;received,Invite applicant for appointment,False
Documents&#10;received,Appoint applicant,False
Documents&#10;received,Make decision,False
Documents&#10;received,Accept application,False
Documents&#10;received,Attach additional requirements,False
Documents&#10;received,Reject application,False
Documents&#10;received,Fill out application form,False
Documents&#10;received,Add certificate of bachelor degree,False
Documents&#10;received,Create and add CV,False
Documents&#10;received,Create and add English letter of motivation,False
Documents&#10;received,Add certificate of English language,False
Documents&#10;received,Add certificates of further language skills,False
Documents&#10;received,Add certificates of qualification,False
Documents&#10;received,Compare and send application,False
Documents&#10;received,Choose courses of studies,False
Documents&#10;received,Receive rejection for course of studies,False
Documents&#10;received,Receive application form,False
Documents&#10;received,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
Documents&#10;received,Upload university entrance certificate,False
Documents&#10;received,Upload letter of motivation,False
Documents&#10;received,Upload cv,False
Documents&#10;received,Upload course&#10;description,False
Documents&#10;received,Upload language certificate,False
Documents&#10;received,Print out and sign application form,False
Documents&#10;received,Collect additional required documents,False
Documents&#10;received,Send application form and documents,False
Documents&#10;received,Take interview,False
Documents&#10;received,Not take interview,False
Documents&#10;received,Check and evaluate application,False
Documents&#10;received,Create transcript of applicant,False
Documents&#10;received,Create ranking,False
Documents&#10;received,Mark applicant as not suitable,False
Documents&#10;received,Mark applicant as suitable,False
Documents&#10;received,Invite applicant for interview,False
Documents&#10;received,Discuss qualification,False
Documents&#10;received,Reject applicant,False
Documents&#10;received,Mark applicant as qualified,False
Documents&#10;received,Mark applicant as not qualified,False
Documents&#10;received,Accept applicant,False
Documents&#10;received,Send information to application office,False
Documents&#10;received,Do the interview,False
Documents&#10;received,Receive and sort application,False
Documents&#10;received,Check citizenship,False
Documents&#10;received,Check application in time EU countries,False
Documents&#10;received,Check application in time non-EU countries,False
Documents&#10;received,In time?,False
Documents&#10;received,Send application to selection committee,False
Documents&#10;received,Update application system,False
Documents&#10;received,Check responses,False
Documents&#10;received,Meet the basic&#10; requirements?,False
Documents&#10;received,Reject interview,False
Documents&#10;received,Send application form,False
Documents&#10;received,Update status of application,False
Documents&#10;received,Check if bachelor equivalent to Uni Potsdam,False
Documents&#10;received,Case of &#10;hardship?,False
Documents&#10;received,Rank case,False
Documents&#10;received,Hardship&#10;sufficient?,False
Documents&#10;received,Score bachelors grade by Â§7(1)(a) * 51,False
Documents&#10;received,Score qualifications by Â§7(1)(b) * 34,False
Documents&#10;received,Score qualifications by Â§7(1)(c) * 15,False
Documents&#10;received,Score &gt;= 600?,False
Documents&#10;received,Add additional requirements,False
Documents&#10;received,Create and add letter of motivation,False
Documents&#10;received,Add recommendations,False
Documents&#10;received,Add case-of-hardship certificate,False
Documents&#10;received,Check bachelor's degree,False
Documents&#10;received,Forward documents,False
Documents&#10;received,Documents &#10;received,False
Documents&#10;received,Send interview invitation,False
Documents&#10;received,Conduct interview,False
Documents&#10;received,Go to the interview,False
Documents&#10;received,Invited to an&#10;interview,False
Documents&#10;received,Precheck of documents,False
Documents&#10;received,Complete?,False
Documents&#10;received,Send commitment,False
Documents&#10;received,Checking for contentual match,False
Documents&#10;received,Check if has university entrance qualification,False
Documents&#10;received,Check for DSH,False
Documents&#10;received,Checking for completeness,False
Documents&#10;received,Choose Uni,False
Documents&#10;received,Fill in printed form of application for international students,False
Documents&#10;received,Send international application,False
Documents&#10;received,Send german application,False
Documents&#10;received,Fill in online form of application,False
Documents&#10;received,Receive Commitment,False
Documents&#10;received,Waiting for response,False
Documents&#10;received,Matriculate,False
Take oral exam,Apply online,False
Take oral exam,Send online protocol,False
Take oral exam,Send documents by post,False
Take oral exam,Take aptitude test,False
Take oral exam,Pay for aptitude test,False
Take oral exam,Wait for results,False
Take oral exam,Accepted,False
Take oral exam,Rejected,False
Take oral exam,Check documents,False
Take oral exam,Keep in the applicant pool,False
Take oral exam,Invite to an aptitude test,False
Take oral exam,Rank students according to GPA and the test results,False
Take oral exam,Evaluate,False
Take oral exam,Send letter of rejection,False
Take oral exam,Send letter of acceptance,False
Take oral exam,Documents&#10;received,False
Take oral exam,Take oral exam,False
Take oral exam,Accepted&#10;provisionally,False
Take oral exam,Wait for bachelor's certificate,False
Take oral exam,Certificate&#10;received,False
Take oral exam,Send bachelor's certificate,False
Take oral exam,Provisional &#10;acceptance&#10;cancelled,False
Take oral exam,Provisional&#10;acceptance&#10;confirmed,False
Take oral exam,Send letter of &#10;provisional acceptance,False
Take oral exam,Wait for Bachelor's certificate,False
Take oral exam,Check certificate,False
Take oral exam,Conduct oral examination,False
Take oral exam,Confirm provisional acceptance,False
Take oral exam,Cancel provisional acceptance,False
Take oral exam,Check application in time,False
Take oral exam,Complete and&#10;in time?,False
Take oral exam,Hand application over to examining board,False
Take oral exam,Rank with other applicants,False
Take oral exam,Rank sufficient?,False
Take oral exam,Send acceptance,False
Take oral exam,Send rejection,False
Take oral exam,Check if bachelor is sufficient,False
Take oral exam,Set additional requirements,False
Take oral exam,Check if bachelors-grade within top 85%,False
Take oral exam,Invite for talk,False
Take oral exam,Talk to applicant,False
Take oral exam,Document,False
Take oral exam,Fill out application&#10;form,False
Take oral exam,Complete application,False
Take oral exam,Add certificate of Bachelor degree,False
Take oral exam,German?,False
Take oral exam,Add certificate of German language,False
Take oral exam,Send application,False
Take oral exam,Receive rejection,False
Take oral exam,Immatriculate,False
Take oral exam,Receive acceptance,False
Take oral exam,Take&#10;interview,False
Take oral exam,Choose master program,False
Take oral exam,Receive application number and passwort,False
Take oral exam,Print out the online application form (GER),False
Take oral exam,Print out the online application form (INT),False
Take oral exam,Send all the requirements to the secretarial office for students,False
Take oral exam,Waiting for the response,False
Take oral exam,Receiving acceptance letter,False
Take oral exam,Reservation place,False
Take oral exam,Rejection,False
Take oral exam,Providing the missing documents,False
Take oral exam,Enrollment,False
Take oral exam,Receive application,False
Take oral exam,Rank application on scale from 1 to 10,False
Take oral exam,Assessment of application,False
Take oral exam,proof of uni degree provided,False
Take oral exam,requirements are not met or low ranking,False
Take oral exam,high ranking requirements are met,False
Take oral exam,proposed as accepted,False
Take oral exam,proposed as reserved,False
Take oral exam,proposed as rejected,False
Take oral exam,Final confirmation by head of the university,False
Take oral exam,Receiving the written applications,False
Take oral exam,Checking if complete,False
Take oral exam,Mark as not complete,False
Take oral exam,Mark as complete,False
Take oral exam,Send documents to selection committee,False
Take oral exam,Publishing the letters,False
Take oral exam,Update the applicant status,False
Take oral exam,Allocate an application number and password to each applicant,False
Take oral exam,Document online applications,False
Take oral exam,Check application complete,False
Take oral exam,Score bachelors grade,False
Take oral exam,Score motivation,False
Take oral exam,Score qualifications,False
Take oral exam,Sum scores,False
Take oral exam,Invite applicant for appointment,False
Take oral exam,Appoint applicant,False
Take oral exam,Make decision,False
Take oral exam,Accept application,False
Take oral exam,Attach additional requirements,False
Take oral exam,Reject application,False
Take oral exam,Fill out application form,False
Take oral exam,Add certificate of bachelor degree,False
Take oral exam,Create and add CV,False
Take oral exam,Create and add English letter of motivation,False
Take oral exam,Add certificate of English language,False
Take oral exam,Add certificates of further language skills,False
Take oral exam,Add certificates of qualification,False
Take oral exam,Compare and send application,False
Take oral exam,Choose courses of studies,False
Take oral exam,Receive rejection for course of studies,False
Take oral exam,Receive application form,False
Take oral exam,upload bachelor's degree / transcript of records / diploma &#10;supplement,False
Take oral exam,Upload university entrance certificate,False
Take oral exam,Upload letter of motivation,False
Take oral exam,Upload cv,False
Take oral exam,Upload course&#10;description,False
Take oral exam,Upload language certificate,False
Take oral exam,Print out and sign application form,False
Take oral exam,Collect additional required documents,False
Take oral exam,Send application form and documents,False
Take oral exam,Take interview,False
Take oral exam,Not take interview,False
Take oral exam,Check and evaluate application,False
Take oral exam,Create transcript of applicant,False
Take oral exam,Create ranking,False
Take oral exam,Mark applicant as not suitable,False
Take oral exam,Mark applicant as suitable,False
Take oral exam,Invite applicant for interview,False
Take oral exam,Discuss qualification,False
Take oral exam,Reject applicant,False
Take oral exam,Mark applicant as qualified,False
Take oral exam,Mark applicant as not qualified,False
Take oral exam,Accept applicant,False
Take oral exam,Send information to application office,False
Take oral exam,Do the interview,False
Take oral exam,Receive and sort application,False
Take oral exam,Check citizenship,False
Take oral exam,Check application in time EU countries,False
Take oral exam,Check application in time non-EU countries,False
Take oral exam,In time?,False
Take oral exam,Send application to selection committee,False
Take oral exam,Update application system,False
Take oral exam,Check responses,False
Take oral exam,Meet the basic&#10; requirements?,False
Take oral exam,Reject interview,False
Take oral exam,Send application form,False
Take oral exam,Update status of application,False
Take oral exam,Check if bachelor equivalent to Uni Potsdam,False
Take oral exam,Case of &#10;hardship?,False
Take oral exam,Rank case,False
Take oral exam,Hardship&#10;sufficient?,False
Take oral exam,Score bachelors grade by Â§7(1)(a) * 51,False
Take oral exam,Score qualifications by Â§7(1)(b) * 34,False
Take oral exam,Score qualifications by Â§7(1)(c) * 15,False
